Name;ReleaseDate;Action;Adventure;Children;Comedy;Crime;Documentary;Drama;Fantasy;Noir;Horror;Musical;Mystery;Romance;SciFi;Thriller;War;Western;AvgRating;Watches
Once Upon a Time in the West (1969);1969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.02;173
Star Wars: Episode VI - Return of the Jedi (1983);1983;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;4.02;2883
Wings of Desire (Der Himmel ?er Berlin) (1987);1987;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.11;242
Third Man, The (1949);1949;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4.45;480
GoodFellas (1990);1990;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.28;1657
Alien (1979);1979;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;4.16;2024
Army of Darkness (1993);1993;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;3.8;945
Big Blue, The (Le Grand Bleu) (1988);1988;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.66;87
Ran (1985);1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.27;357
Killer, The (Die xue shuang xiong) (1989);1989;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.2;244
Psycho (1960);1960;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4.22;1263
Blues Brothers, The (1980);1980;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3.94;1341
Godfather: Part II, The (1974);1974;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4.36;1692
Full Metal Jacket (1987);1987;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.11;1254
Grand Day Out, A (1992);1992;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.36;473
Henry V (1989);1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.29;426
Amadeus (1984);1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.25;1382
Quiet Man, The (1952);1952;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.05;226
Once Upon a Time in America (1984);1984;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;3.86;241
Raging Bull (1980);1980;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.19;677
Annie Hall (1977);1977;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.14;1334
Right Stuff, The (1983);1983;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.08;750
Stalker (1979);1979;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3.63;52
Boat, The (Das Boot) (1981);1981;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.3;1001
Sting, The (1973);1973;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4.32;1049
Harold and Maude (1971);1971;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.16;697
Trust (1990);1990;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.19;90
Seventh Seal, The (Sjunde inseglet, Det) (1957);1957;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.23;299
Local Hero (1983);1983;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;351
Terminator, The (1984);1984;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4.15;2098
Braindead (1992);1992;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.36;70
Glory (1989);1989;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.19;1112
Rosencrantz and Guildenstern Are Dead (1990);1990;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.98;325
Manhattan (1979);1979;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;4.08;718
Miller's Crossing (1990);1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.01;358
Dead Poets Society (1989);1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.01;855
Graduate, The (1967);1967;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4.25;1261
Touch of Evil (1958);1958;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4.22;514
Nikita (La Femme Nikita) (1990);1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4.01;733
Bridge on the River Kwai, The (1957);1957;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.39;938
8 1/2 (1963);1963;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.11;228
Chinatown (1974);1974;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;4.34;1185
Day the Earth Stood Still, The (1951);1951;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;4.14;559
Treasure of the Sierra Madre, The (1948);1948;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.29;453
Bad Taste (1987);1987;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.41;54
Duck Soup (1933);1933;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4.21;594
Better Off Dead... (1985);1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.92;472
Shining, The (1980);1980;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.1;1087
Stand by Me (1986);1986;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.1;1785
M (1931);1931;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4.3;308
Evil Dead II (Dead By Dawn) (1987);1987;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3.83;548
Great Escape, The (1963);1963;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.38;696
Deer Hunter, The (1978);1978;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.11;700
Diva (1981);1981;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;4.05;257
Groundhog Day (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.95;2278
Unforgiven (1992);1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.09;997
Manchurian Candidate, The (1962);1962;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4.33;765
Pump Up the Volume (1990);1990;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;317
Arsenic and Old Lace (1944);1944;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;4.17;672
Back to the Future (1985);1985;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3.99;2583
Fried Green Tomatoes (1991);1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.81;593
Patton (1970);1970;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.27;645
Down by Law (1986);1986;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.97;146
Akira (1988);1988;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3.93;452
Highlander (1986);1986;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.85;741
Cool Hand Luke (1967);1967;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;4.25;930
Cyrano de Bergerac (1990);1990;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.88;363
Young Frankenstein (1974);1974;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;4.25;1193
Night on Earth (1991);1991;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.75;194
Raise the Red Lantern (1991);1991;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.17;277
Great Dictator, The (1940);1940;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.03;216
Fantasia (1940);1940;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3.9;943
High Noon (1952);1952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.18;403
Big Sleep, The (1946);1946;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4.31;541
Heathers (1989);1989;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;803
Somewhere in Time (1980);1980;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.59;285
Ben-Hur (1959);1959;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.11;704
This Is Spinal Tap (1984);1984;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;4.18;1118
Koyaanisqatsi (1983);1983;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3.97;182
Some Kind of Wonderful (1987);1987;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.59;230
Indiana Jones and the Last Crusade (1989);1989;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.13;1628
Being There (1979);1979;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.01;591
Gandhi (1982);1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.14;671
M*A*S*H (1970);1970;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4.12;1099
Unbearable Lightness of Being, The (1988);1988;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.57;266
Room with a View, A (1986);1986;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;560
Real Genius (1985);1985;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.71;442
Pink Floyd - The Wall (1982);1982;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;3.64;387
Killing Fields, The (1984);1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4.25;732
My Life as a Dog (Mitt liv som hund) (1985);1985;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.15;330
Forbidden Planet (1956);1956;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.98;373
Field of Dreams (1989);1989;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.91;768
Man Who Would Be King, The (1975);1975;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.13;310
Butch Cassidy and the Sundance Kid (1969);1969;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4.22;1419
Paris, Texas (1984);1984;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.79;121
Until the End of the World (Bis ans Ende der Welt) (1991);1991;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.6;136
When Harry Met Sally... (1989);1989;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;4.07;1568
I Shot a Man in Vegas (1995);1995;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Parallel Sons (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.5801;0
Hype! (1996);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.56;43
Santa with Muscles (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7
Female Perversions (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.24;29
Mad Dog Time (1996);1996;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.15;13
Breathing Room (1996);1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3.5801;0
Paris Was a Woman (1995);1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2.33;3
Anna (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1
I'm Not Rappaport (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.18;40
Blue Juice (1995);1995;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Kids of Survival (1993);1993;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Alien? (1992);1992;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;3.04;925
American Werewolf in London, An (1981);1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.75;549
Amityville 1992: It's About Time (1992);1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.72;32
Amityville 3-D (1983);1983;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.37;43
Amityville: Dollhouse (1996);1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.68;22
Amityville: A New Generation (1993);1993;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.65;23
Amityville II: The Possession (1982);1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.11;56
Amityville Horror, The (1979);1979;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.94;355
Amityville Curse, The (1990);1990;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.84;25
Blood For Dracula (Andy Warhol's Dracula) (1974);1974;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.67;36
April Fool's Day (1986);1986;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;116
Audrey Rose (1977);1977;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.18;50
Believers, The (1987);1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.91;102
Birds, The (1963);1963;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.88;733
Blob, The (1958);1958;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.14;338
Blood Beach (1981);1981;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.71;21
Body Parts (1991);1991;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.24;55
Body Snatcher, The (1945);1945;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.56;64
Bram Stoker's Dracula (1992);1992;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3.34;672
Bride of Frankenstein (1935);1935;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.91;216
Burnt Offerings (1976);1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.85;53
Candyman (1992);1992;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.9;262
Cape Fear (1991);1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.67;687
Cape Fear (1962);1962;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.92;361
Carrie (1976);1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.6;567
Cat People (1982);1982;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.18;174
Nightmare on Elm Street, A (1984);1984;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.49;451
Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922);1922;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.99;238
Nosferatu a Venezia (1986);1986;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.07;14
Omen, The (1976);1976;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3.62;409
Blood & Wine (1997);1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.4;35
Albino Alligator (1996);1996;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2.85;94
Mirror Has Two Faces, The (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.09;188
Breaking the Waves (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.82;267
Nightwatch (1997);1997;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.96;77
Star Trek: First Contact (1996);1996;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.71;1310
Shine (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.81;548
Sling Blade (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4.21;1177
Jingle All the Way (1996);1996;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.48;222
Identification of a Woman (Identificazione di una donna) (1982);1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5;2
Paradise Lost: The Child Murders at Robin Hood Hills (1996);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4.21;159
Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970);1970;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.03;100
Preacher's Wife, The (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.97;112
Zero Kelvin (Kj?lighetens kj?ere) (1995);1995;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;2
Ridicule (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.84;58
Crucible, The (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.19;108
101 Dalmatians (1996);1996;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.05;364
Forbidden Christ, The (Cristo proibito, Il) (1950);1950;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
I Can't Sleep (J'ai pas sommeil) (1994);1994;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3.8;5
Die Hard 2 (1990);1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3.54;1135
Star Trek: The Motion Picture (1979);1979;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.14;792
Star Trek VI: The Undiscovered Country (1991);1991;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.41;1001
Star Trek V: The Final Frontier (1989);1989;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2.75;613
Star Trek: The Wrath of Khan (1982);1982;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.88;1448
Star Trek III: The Search for Spock (1984);1984;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.35;927
Star Trek IV: The Voyage Home (1986);1986;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3.66;1126
Batman Returns (1992);1992;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2.98;1031
Young Guns (1988);1988;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.42;562
Young Guns II (1990);1990;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2.91;369
Grease (1978);1978;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;3.58;817
Grease 2 (1982);1982;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1.96;303
Marked for Death (1990);1990;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.78;127
Adrenalin: Fear the Rush (1996);1996;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.55;11
Substance of Fire, The (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.83;6
Under Siege (1992);1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.27;461
Terror in a Texas Town (1958);1958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Jaws (1975);1975;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4.09;1697
Jaws 2 (1978);1978;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2.59;370
Jaws 3-D (1983);1983;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.85;210
My Fellow Americans (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;121
Mars Attacks! (1996);1996;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;2.9;1074
Citizen Ruth (1996);1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.74;219
Jerry Maguire (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;3.76;1353
Raising Arizona (1987);1987;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.02;1434
Tin Men (1987);1987;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3.33;295
Sneakers (1992);1992;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;3.73;1091
Bastard Out of Carolina (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.65;63
In Love and War (1996);1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3.19;63
Marvin's Room (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.2;104
Somebody is Waiting (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.5801;0
Ghosts of Mississippi (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.51;162
Night Falls on Manhattan (1997);1997;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.14;76
Beavis and Butt-head Do America (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.04;475
Ceremonie, La;1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.46;24
Scream (1996);1996;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3.58;886
Last of the Mohicans, The (1992);1992;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3.81;975
Michael (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.05;392
Evening Star, The (1996);1996;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2.87;90
Hamlet (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.96;382
Some Mother's Son (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.9;20
Whole Wide World, The (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.38;50
Mother (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;168
Thieves (Voleurs, Les) (1996);1996;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;3.56;36
Evita (1996);1996;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3.26;282
Portrait of a Lady, The (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2.77;43
Walkabout (1971);1971;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.96;136
Message to Love: The Isle of Wight Festival (1996);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;7
Grateful Dead (1995);1995;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.05;22
Murder at 1600 (1997);1997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.02;281
Hearts and Minds (1996);1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4.36;14
Inside (1996);1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Fierce Creatures (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.29;168
Zeus and Roxanne (1997);1997;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.52;23
Turbulence (1997);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.29;51
Angel Baby (1995);1995;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.25;52
Jackie Chan's First Strike (1996);1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.31;297
Underworld (1997);1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1
Beverly Hills Ninja (1997);1997;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.55;232
Metro (1997);1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.77;100
Machine, The (1994);1994;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1.8;5
Stranger, The (1994);1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2
Falling in Love Again (1980);1980;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.89;9
Cement Garden, The (1993);1993;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;21
Dante's Peak (1997);1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.82;321
Meet Wally Sparks (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.35;46
Amos & Andrew (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.77;81
Benny & Joon (1993);1993;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.44;481
Prefontaine (1997);1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.1;71
Tickle in the Heart, A (1996);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Guantanamera (1994);1994;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.38;8
McHale's Navy (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2.17;156
Kolya (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.05;189
Gridlock'd (1997);1997;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3.37;49
Fire on the Mountain (1996);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
Waiting for Guffman (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4.15;462
Prisoner of the Mountains (Kavkazsky Plennik) (1996);1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.79;14
Beautician and the Beast, The (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.43;148
SubUrbia (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3.16;82
Hotel de Love (1996);1996;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2.77;22
Pest, The (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36;64
Fools Rush In (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.11;266
Touch (1997);1997;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.83;24
Absolute Power (1997);1997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.36;380
That Darn Cat! (1997);1997;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2.68;94
Vegas Vacation (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2.57;216
Unforgotten: Twenty-Five Years After Willowbrook (1996);1996;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3.5801;0
That Old Feeling (1997);1997;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;3.03;34
Lost Highway (1997);1997;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3.35;145
Rosewood (1997);1997;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3.49;126
Donnie Brasco (1997);1997;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3.8;719
